acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,Battery Level,Timestamp,Temperature,Step,Calorie,Sleep State,Sleep Hour,Sleep Minute,Action,Device
-0.016768689,-0.011766299,0.976287523,-0.540510652,-0.349135602,-0.328579387,84.71,12/17/2025 15:28,35.62,0,7.55,N2,0,21,Sleep,EMA02
0.005345567,0.008083848,0.9987485559154704,-0.645116409,-0.514788492,0.19695645048503407,84.71,12/17/2025 15:29,36.23,0,8.1,N2,0,22,Sleep,EMA02
-0.008268746,-0.008103028,0.999423251,0.5949747623538324,0.023036950542824064,-0.968542575,84.7,12/17/2025 15:30,35.95,0,8.7,N2,0,23,Sleep,EMA02
0.018850604210280494,0.028554313894589615,1.0231716448422934,-0.725587663,0.5359688849758233,-0.660736402,84.68,12/17/2025 15:31,36.17,0,8.96,N2,0,24,Sleep,EMA02
-0.007705362,0.023559452398824045,0.9723915898017766,0.8401630505500732,-0.104874976,0.9138201437606692,84.68,12/17/2025 15:32,36.13,0,9.38,N2,0,25,Sleep,EMA02
-0.023650681,-0.00169507,0.9813598354909205,0.633301022,-0.004274325,-0.454538986,84.66,12/17/2025 15:33,35.63,0,9.84,N2,0,26,Sleep,EMA02
0.004048821,-0.014585235,0.9800364231056888,-0.322793713,-0.381357279,-0.117553234,84.65,12/17/2025 15:34,35.65,0,10.33,N2,0,27,Sleep,EMA02
-0.016662891,-0.008030396,1.0497352929178854,-0.362032327,-0.288651239,-0.619861033,84.64,12/17/2025 15:35,36.2,0,10.78,N2,0,28,Sleep,EMA02
0.02387665,0.020886930382974393,1.0015165265989319,0.7319087414237457,0.46991161638365875,-0.005003892,84.63,12/17/2025 15:36,35.69,0,11.19,N2,0,29,Sleep,EMA02
0.021288930739562617,0.012621236397877343,1.047192318287687,0.35475650568247685,0.5814095736937399,-0.542172636,84.62,12/17/2025 15:37,35.53,0,11.39,N2,0,30,Sleep,EMA02
-0.011352022,0.027686789201584197,0.9783219615828126,0.4802628620279843,-0.837752196,-0.802549627,84.61,12/17/2025 15:38,36.11,0,11.95,N2,0,31,Sleep,EMA02
-0.003330898,0.022746428103384647,0.9612890122577167,0.745743843,-0.894507004,-0.602082936,84.6,12/17/2025 15:39,35.9,0,12.4,N2,0,32,Sleep,EMA02
0.006505036,-0.027414197,1.0010049830467311,0.2713101953824364,-0.902713814,0.098497643,84.58,12/17/2025 15:40,35.79,0,12.72,N2,0,33,Sleep,EMA02
-0.018823933,-0.017992065,0.9506979606295453,0.4970254443073223,0.23359867775735244,-0.480617847,84.57,12/17/2025 15:41,36.2,0,13.32,N2,0,34,Sleep,EMA02
0.016907359001579893,0.011657331408116582,0.9508081994334364,-0.437848239,0.028999517,-0.166838187,84.56,12/17/2025 15:42,35.51,0,13.65,N2,0,35,Sleep,EMA02
-0.020058125,-0.011841039,1.0410836939159116,-0.565161619,0.10882995072287116,0.8031494797316139,84.54,12/17/2025 15:43,35.7,0,14.14,N3,0,36,Sleep,EMA02
-0.0238291,-0.020987341,0.9609242174875774,0.4428910254661165,-0.003491479,0.982865524,84.53,12/17/2025 15:44,35.76,0,14.68,N3,0,37,Sleep,EMA02
0.004518877,0.000949653,1.0007965821943423,0.40614762903231894,0.5110948312219417,0.23333727227861445,84.51,12/17/2025 15:45,35.65,0,15.23,N3,0,38,Sleep,EMA02
0.000482874,0.024933733129576523,1.0425140940573647,0.47584693542516887,0.977070076,-0.557071021,84.5,12/17/2025 15:46,35.99,0,15.75,N3,0,39,Sleep,EMA02
0.002151729,-0.028969278,1.004927096326348,0.046549628,0.9230513681696755,0.8859346685310265,84.48,12/17/2025 15:47,35.6,0,16.2,N3,0,40,Sleep,EMA02
0.017565617856522553,0.021716176,0.9789172935410314,0.7010855527803863,0.20341899961384913,0.9647461490606266,84.46,12/17/2025 15:48,36.01,0,16.73,N3,0,41,Sleep,EMA02
0.008557868,-0.019292447,0.9823830998023949,0.8865276220050722,-0.225190516,-0.752241448,84.45,12/17/2025 15:49,36.06,0,16.97,N3,0,42,Sleep,EMA02
-0.005826635,0.005332965,0.9754037543777668,0.5042704022962892,0.5028872538688898,-0.884546824,84.43,12/17/2025 15:50,36.25,0,17.2,N3,0,43,Sleep,EMA02
0.00816049,0.005665327,0.9951015043208781,-0.413769724,0.12421996159313542,-0.739492097,84.42,12/17/2025 15:51,36.02,0,17.53,N3,0,44,Sleep,EMA02
0.022535879605018072,0.026668171,1.0269060800542218,-0.516459347,-0.04214214,-0.924355373,84.4,12/17/2025 15:52,35.94,0,18.04,N3,0,45,Sleep,EMA02
0.020470532161151772,0.017028841084412626,0.9514975784455882,0.6972116103633614,-0.683320946,0.23351540466456688,84.39,12/17/2025 15:53,36.07,0,18.5,REM,0,46,Sleep,EMA02
-0.01853599,0.024031300698413423,1.0341844250095884,-0.77801845,0.39718801333681086,-0.425417276,84.37,12/17/2025 15:54,35.68,0,18.94,REM,0,47,Sleep,EMA02
0.027683452,0.008745663,1.0337694732562148,0.19234249,0.8704886982122695,0.7936046001383381,84.36,12/17/2025 15:55,35.67,0,19.38,REM,0,48,Sleep,EMA02
0.009138506,-0.029590825,1.028530636275131,0.618692564,0.9392188457087942,-0.547299179,84.36,12/17/2025 15:56,35.98,0,19.91,REM,0,49,Sleep,EMA02
-0.021895497,0.020416018,0.9644363749838059,0.5917078169933743,-0.631090828,0.7488896737184108,84.34,12/17/2025 15:57,35.69,0,20.5,REM,0,50,Sleep,EMA02
-0.002935222,-0.029450175,1.0491971488196392,-0.747515686,0.27710355449056734,0.047183834,84.34,12/17/2025 15:58,36.06,0,21.05,REM,0,51,Sleep,EMA02
0.007318128,0.005636427,1.000963924,-0.93315399,-0.240573547,0.8027842998801678,84.32,12/17/2025 15:59,35.95,0,21.45,REM,0,52,Sleep,EMA02
-0.018535658,0.020064490542730067,1.0269343318151338,-0.299314397,-0.273153823,-0.174092952,84.31,12/17/2025 16:00,36.06,0,22,REM,0,53,Sleep,EMA02
-0.013338076,0.026583763474855457,1.0090028617060198,-0.64844793,0.7579502159793434,-0.504000089,84.29,12/17/2025 16:01,36.07,0,22.34,REM,0,54,Sleep,EMA02
-0.022820038,0.011012562068801808,0.9913166194764176,0.22579193279726928,0.6939458542974268,-0.945641141,84.28,12/17/2025 16:02,35.72,0,22.69,REM,0,55,Sleep,EMA02
-0.007642842,-0.029545456,1.046378812107253,0.5929029652138063,-0.196920314,0.44501427482613276,84.26,12/17/2025 16:03,36.28,0,23.29,REM,0,56,Sleep,EMA02
0.008548777,-0.005608003,0.9761445301659494,0.37679803669433864,-0.52361267,0.902229006,84.25,12/17/2025 16:04,35.65,0,23.59,REM,0,57,Sleep,EMA02
-0.011792629,0.019104476,1.035230084707104,-0.516084588,-0.835851703,-0.055606333,84.24,12/17/2025 16:05,36.04,0,24.15,REM,0,58,Sleep,EMA02
0.02213434,0.001090801,1.0206130921463328,-0.62691298,0.5746432099674967,-0.683357265,84.22,12/17/2025 16:06,36.08,0,24.72,REM,0,59,Sleep,EMA02
0.013127047,-0.003631048,1.0098413458009132,0.17477277425019944,-0.608136777,-0.342228228,84.21,12/17/2025 16:07,35.76,0,25.23,REM,1,0,Sleep,EMA02
